293243,1,13,6,15,4,3,1,4,2,15,10,3,0,13,6,15,7,3,1,9,5,17,2,2,1,7,3,17,5,3,994010
160043,1,4,2,15,8,2,1,9,5,15,4,2,1,7,4,17,4,2,1,11,6,15,5,2,1,4,2,17,2,2,497580
126639,0,9,4,15,10,3,1,4,2,17,1,3,0,4,2,15,7,2,1,7,4,15,1,2,0,9,5,12,8,2,418688
132931,0,13,6,12,5,3,0,11,6,15,9,2,0,11,5,12,2,3,0,11,6,12,3,2,1,9,5,17,10,2,454687
124503,0,4,2,12,5,2,0,7,4,15,3,2,0,9,5,12,1,2,0,6,3,12,3,3,0,4,2,12,4,2,377042
116435,0,4,2,12,9,2,1,11,5,17,2,3,0,7,3,12,1,3,1,6,3,15,4,2,0,6,3,15,9,3,393444
201706,0,13,6,12,5,3,0,9,4,15,1,3,0,4,2,15,6,2,1,6,3,17,9,3,1,6,3,17,10,3,684440
180330,1,4,2,17,3,2,0,7,4,15,5,2,0,11,5,15,1,3,1,4,2,17,6,3,1,4,2,15,8,2,597014
162577,1,11,5,15,3,3,0,11,6,12,7,2,0,4,2,12,5,2,1,11,5,17,4,3,0,6,3,12,4,2,526565
296875,0,9,4,15,1,3,0,7,4,12,2,2,0,7,3,15,7,3,1,9,5,17,10,2,1,4,2,17,3,3,1014590
249017,1,7,3,17,8,3,1,13,6,15,9,3,1,7,4,17,7,2,0,11,6,15,9,2,0,7,4,12,2,2,858406
268978,1,11,5,17,8,3,1,6,3,17,2,2,1,4,2,17,5,3,1,13,6,17,9,3,0,9,5,12,6,2,899749
232172,0,4,2,15,3,3,1,9,4,17,10,3,0,6,3,12,9,2,1,11,5,17,2,3,1,9,4,15,6,3,777698
262042,0,4,2,12,7,2,0,6,3,12,2,3,0,9,4,15,9,3,1,11,6,17,2,2,1,9,5,17,5,2,885643
195950,1,11,5,15,1,3,1,13,6,15,5,3,0,7,4,12,10,2,0,6,3,12,6,3,1,6,3,17,6,3,663841
275612,0,6,3,15,9,2,0,13,6,15,6,3,0,4,2,12,6,2,0,9,5,12,4,2,0,9,5,12,4,2,845021
195583,0,11,6,12,2,2,0,7,3,15,7,3,0,13,6,12,6,3,1,7,4,15,10,2,1,6,3,15,1,2,663020
111809,0,9,4,12,3,3,0,11,6,15,6,2,1,6,3,15,4,3,0,11,6,12,6,2,0,9,4,15,7,3,366069
112842,0,6,3,12,9,3,1,4,2,17,4,3,1,6,3,17,7,3,0,9,5,15,1,2,0,9,5,15,10,2,387701
294758,1,7,4,15,5,2,1,11,5,15,5,3,0,9,4,15,8,3,0,7,4,15,7,2,0,7,4,15,9,2,1006679
175958,0,13,6,15,7,3,0,11,5,12,8,3,1,11,5,15,8,3,0,4,2,12,6,3,1,7,3,15,8,3,598065
286400,0,6,3,12,3,3,1,11,6,17,8,2,1,7,4,15,7,2,1,11,6,15,2,2,0,13,6,15,5,3,970365
